TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
1.0590,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.0940,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.1950,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.2360,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.2840,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.3380,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.3850,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.4730,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.5130,nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1.5720,0,144.3216,yes,unknown,unknown,unknown,Unknown,-2.0054,-13.7277,-6.1742,0.0006,0.0015,0.4295,0.0105,0.0004,0.9831,0.2021,0.0000,1.0061,0.0008,0.0019,32.4866,0.0003,0.0000,0.0000,0.0003,3.2678,0.1567,0.0209,0.0664,0.5037,0.4514,0.0009,83.9492,0.0001,0.0000,0.0064,0.0365,0.0011,0.0379,0.0006,0.0006,0.0006,0.0019,0.0018,0.0004,0.0000,0.0018,2.2978,2.2978,0.0018,0.0301,
1.6600,0,168.7217,yes,unknown,unknown,unknown,Unknown,-5.6263,-6.6747,-4.0536,0.0014,0.0034,0.4299,0.0191,0.0014,0.2975,0.4295,0.0000,0.1674,0.0012,0.0402,8.4389,0.0015,0.0000,0.0000,0.0002,2.0861,0.3168,0.3806,0.0155,0.4701,7.5666,0.0005,95.5428,0.0000,0.0000,0.0059,0.0558,0.0069,0.0491,0.0010,0.0010,0.0010,0.0019,0.0018,0.0014,0.0000,0.0018,2.2980,2.2980,0.0018,0.0301,
1.7220,0,189.4665,no,unknown,unknown,unknown,Unknown,-9.3323,0.2587,-0.8667,0.0018,0.0045,0.4322,0.0232,0.0020,0.2004,0.2515,0.0000,0.0859,0.0133,0.0397,0.3830,0.0369,0.0011,0.0012,0.0007,0.7373,0.0420,0.2250,0.0129,0.7955,2.5149,0.0015,98.7236,0.0000,0.0001,0.0065,0.0412,0.0086,0.0927,0.0012,0.0012,0.0012,0.0019,0.0018,0.0020,0.0000,0.0018,2.2980,2.2980,0.0018,0.0299,
1.7870,0,198.5641,no,unknown,unknown,unknown,Unknown,-11.6496,0.4530,-0.6416,0.0018,0.0045,0.4295,0.0233,0.0021,0.1959,0.2710,0.0000,0.0897,0.0202,0.1418,0.0144,0.1233,0.0040,0.0018,0.0005,1.3212,0.0753,1.6624,0.0472,0.5879,3.2091,0.0019,98.6737,0.0001,0.0002,0.0110,0.0487,0.0184,0.2778,0.0014,0.0014,0.0014,0.0019,0.0018,0.0021,0.0000,0.0018,2.2984,2.2984,0.0018,0.0295,
1.8650,0,207.5751,no,unknown,unknown,unknown,Unknown,-20.4687,3.9840,-1.5342,0.0018,0.0046,0.4358,0.0243,0.0022,0.1902,0.2376,0.0000,0.0928,0.0241,0.0742,0.0084,0.7102,0.1074,0.0206,0.0009,1.5436,0.0722,0.8673,0.0552,0.8777,1.8699,0.0014,97.3486,0.0001,0.0004,0.0140,0.0360,0.0125,0.2899,0.0015,0.0015,0.0014,0.0019,0.0018,0.0022,0.0000,0.0018,2.2984,2.2984,0.0018,0.0293,
1.9420,0,215.0491,no,unknown,unknown,unknown,Unknown,-16.1149,3.2069,0.4929,0.0017,0.0046,0.4669,0.0251,0.0022,0.1877,0.2236,0.0000,0.0920,0.0248,0.0788,0.0096,1.0529,0.7904,0.0848,0.0006,0.6097,0.0875,0.2526,0.0204,1.0769,1.2355,0.0007,97.7215,0.0000,0.0004,0.0108,0.0160,0.0106,0.3903,0.0015,0.0015,0.0015,0.0019,0.0018,0.0022,0.0000,0.0018,2.2985,2.2985,0.0018,0.0291,
1.9860,0,215.9336,no,unknown,unknown,unknown,Unknown,-12.0826,2.2289,-1.1262,0.0018,0.0046,0.4406,0.0247,0.0022,0.1898,0.2094,0.0000,0.0917,0.0217,0.0469,0.0090,0.9012,0.1435,0.0206,0.0003,0.2230,0.1504,0.0084,0.0070,1.1924,0.6393,0.0012,98.1187,0.0001,0.0005,0.0067,0.0049,0.0041,0.3906,0.0016,0.0015,0.0015,0.0019,0.0018,0.0022,0.0000,0.0018,2.2985,2.2985,0.0018,0.0290,
2.0400,0,227.9024,no,unknown,unknown,unknown,Unknown,-11.6483,0.6108,-2.0519,0.0017,0.0047,0.4435,0.0255,0.0023,0.1863,0.2048,0.0000,0.0955,0.0214,0.0651,0.0081,1.3386,0.1827,0.0348,0.0003,0.1406,0.1145,0.0016,0.0053,1.3279,0.3562,0.0007,98.6317,0.0001,0.0005,0.0050,0.0049,0.0062,0.5920,0.0016,0.0015,0.0015,0.0019,0.0018,0.0023,0.0000,0.0018,2.2984,2.2984,0.0018,0.0290,
2.0810,0,231.0685,no,unknown,unknown,unknown,Unknown,-9.8318,-1.7722,-7.2351,0.0017,0.0047,0.4475,0.0253,0.0024,0.1880,0.2005,0.0000,0.1013,0.0231,0.1278,0.0082,1.4887,0.1401,0.0441,0.0002,0.0224,0.0701,0.0000,0.0020,1.9961,0.1301,0.0014,98.2801,0.0001,0.0006,0.0034,0.0010,0.0034,0.6029,0.0016,0.0015,0.0015,0.0019,0.0018,0.0024,0.0000,0.0018,2.2984,2.2986,0.0018,0.0289,
2.1480,0,227.1429,no,unknown,unknown,unknown,Unknown,-4.7586,-3.2249,-8.8528,0.0017,0.0047,0.4538,0.0262,0.0026,0.1843,0.2012,0.0000,0.1106,0.0266,0.1511,0.0086,2.1827,0.1777,0.0752,0.0003,0.0146,0.0485,0.0001,0.0010,2.5347,0.0425,0.0000,97.7135,0.0002,0.0007,0.0026,0.0009,0.0020,0.9764,0.0016,0.0015,0.0015,0.0019,0.0018,0.0026,0.0000,0.0018,2.2983,2.2988,0.0018,0.0289,
2.1830,0,226.2304,no,unknown,unknown,unknown,Unknown,-3.9613,0.6446,-0.2618,0.0017,0.0048,0.4714,0.0254,0.0027,0.1883,0.2008,0.0000,0.1201,0.0311,0.1796,0.0066,2.2309,0.3393,0.1726,0.0002,0.0045,0.0438,0.0000,0.0006,3.6371,0.0185,0.0000,98.6226,0.0002,0.0011,0.0020,0.0002,0.0014,0.8030,0.0016,0.0015,0.0015,0.0019,0.0018,0.0027,0.0000,0.0018,2.2983,2.2991,0.0018,0.0289,
2.2200,0,220.6528,no,unknown,unknown,unknown,Unknown,-11.6027,2.0410,-2.6672,0.0016,0.0049,0.5183,0.0266,0.0030,0.1820,0.2044,0.0000,0.1379,0.0350,0.1998,0.0065,3.2385,1.0454,0.5412,0.0002,0.0042,0.0391,0.0000,0.0004,4.5757,0.0107,0.0000,98.1868,0.0002,0.0014,0.0021,0.0001,0.0009,0.9366,0.0016,0.0015,0.0015,0.0019,0.0018,0.0030,0.0000,0.0018,2.2982,2.2993,0.0018,0.0289,
2.2700,0,221.5977,no,unknown,unknown,unknown,Unknown,-6.7584,3.7276,-0.2473,0.0015,0.0051,0.6131,0.0286,0.0033,0.1720,0.2089,0.0000,0.1556,0.0399,0.2207,0.0052,4.4212,2.4550,1.3488,0.0001,0.0038,0.0432,0.0000,0.0004,5.0838,0.0098,0.0000,97.4778,0.0003,0.0018,0.0019,0.0001,0.0008,0.9759,0.0016,0.0015,0.0015,0.0019,0.0018,0.0033,0.0000,0.0018,2.2982,2.2994,0.0018,0.0289,
2.3350,0,221.9383,no,unknown,unknown,unknown,Unknown,-12.5176,3.7892,-2.0743,0.0015,0.0051,1.6889,0.0272,0.0036,0.1792,0.2093,0.0000,0.2934,0.0384,0.1952,0.0042,4.5286,11.5956,5.5059,0.0001,0.0015,0.0425,0.0001,0.0001,6.8076,0.0095,0.0000,97.4473,0.0002,0.0021,0.0016,0.0000,0.0009,1.2347,0.0016,0.0014,0.0014,0.0019,0.0018,0.0036,0.0000,0.0018,2.2982,2.2994,0.0018,0.0290,
2.3780,0,220.7498,no,unknown,unknown,unknown,Unknown,-13.2086,3.3964,-2.3875,0.0015,0.0052,1.4442,0.0275,0.0039,0.1783,0.2118,0.0000,0.2775,0.0399,0.2821,0.0045,5.1768,9.5868,5.4946,0.0001,0.0004,0.0350,0.0001,0.0000,8.0324,0.0086,0.0000,97.6356,0.0001,0.0024,0.0014,0.0000,0.0007,1.3108,0.0016,0.0014,0.0014,0.0019,0.0018,0.0039,0.0000,0.0018,2.2982,2.2994,0.0018,0.0290,
2.4310,0,221.5435,no,unknown,unknown,unknown,Unknown,-9.3976,2.8684,-0.1846,0.0015,0.0052,1.4160,0.0294,0.0039,0.1703,0.2133,0.0000,0.2599,0.0443,0.2624,0.0045,5.5774,9.7420,5.1462,0.0001,0.0007,0.0396,0.0004,0.0001,6.9597,0.0073,0.0000,97.8675,0.0001,0.0027,0.0019,0.0000,0.0007,1.5764,0.0016,0.0013,0.0013,0.0019,0.0018,0.0039,0.0000,0.0018,2.2982,2.2994,0.0018,0.0290,
2.4800,0,223.2502,no,unknown,unknown,unknown,Unknown,-8.9719,1.2643,-1.8165,0.0014,0.0053,0.7606,0.0317,0.0039,0.1594,0.2151,0.0000,0.1791,0.0380,0.2365,0.0033,5.9729,4.5991,1.7461,0.0001,0.0006,0.0399,0.0005,0.0001,5.5001,0.0094,0.0000,98.4436,0.0002,0.0026,0.0023,0.0000,0.0008,1.3002,0.0016,0.0013,0.0013,0.0019,0.0018,0.0039,0.0000,0.0018,2.2981,2.2994,0.0018,0.0290,
2.5270,0,216.2848,no,unknown,unknown,unknown,Unknown,-12.9129,4.8405,-1.0423,0.0013,0.0054,0.6927,0.0340,0.0041,0.1529,0.2182,0.0000,0.1870,0.0386,0.3476,0.0029,6.7429,3.7596,1.3585,0.0001,0.0008,0.0452,0.0006,0.0001,5.3395,0.0095,0.0001,96.8687,0.0001,0.0028,0.0028,0.0001,0.0009,1.6116,0.0016,0.0013,0.0013,0.0019,0.0018,0.0041,0.0000,0.0018,2.2981,2.2993,0.0018,0.0291,
2.5710,0,216.3371,no,unknown,unknown,unknown,Unknown,-13.9644,5.5661,0.5466,0.0012,0.0057,0.7446,0.0378,0.0046,0.1407,0.2240,0.0000,0.2076,0.0400,0.3475,0.0023,8.1612,4.4206,1.6629,0.0001,0.0011,0.0553,0.0011,0.0001,5.3842,0.0106,0.0005,96.3973,0.0001,0.0031,0.0039,0.0000,0.0009,1.6480,0.0016,0.0012,0.0012,0.0019,0.0018,0.0046,0.0000,0.0018,2.2981,2.2993,0.0018,0.0291,
2.6140,0,220.7934,no,unknown,unknown,unknown,Unknown,-11.0855,5.6229,0.9802,0.0008,0.0069,0.6385,0.0645,0.0077,0.0936,0.2534,0.0000,0.3113,0.0545,0.4321,0.0009,14.8098,3.1449,1.1440,0.0001,0.0030,0.0529,0.0032,0.0001,4.4221,0.0090,0.0008,96.3576,0.0001,0.0049,0.0061,0.0002,0.0010,2.3315,0.0016,0.0012,0.0012,0.0019,0.0018,0.0077,0.0000,0.0018,2.2981,2.2993,0.0018,0.0291,
2.6590,0,217.0892,no,unknown,unknown,unknown,Unknown,-13.6234,5.5562,-0.7017,0.0008,0.0065,0.5512,0.0585,0.0064,0.1007,0.2454,0.0000,0.2545,0.0486,0.3749,0.0008,13.0614,1.9490,0.6305,0.0001,0.0052,0.0486,0.0051,0.0001,3.3419,0.0095,0.0011,96.4042,0.0000,0.0046,0.0086,0.0002,0.0009,2.1651,0.0016,0.0012,0.0012,0.0019,0.0018,0.0064,0.0000,0.0018,2.2981,2.2992,0.0018,0.0292,
2.6930,0,217.2253,no,unknown,unknown,unknown,Unknown,-10.5710,5.7961,-0.1854,0.0005,0.0081,0.5563,0.1002,0.0116,0.0659,0.2801,0.0000,0.4126,0.0559,0.2483,0.0005,20.2044,2.1155,0.6595,0.0001,0.0084,0.0439,0.0036,0.0002,2.9873,0.0053,0.0003,96.2341,0.0000,0.0060,0.0110,0.0006,0.0007,2.8876,0.0016,0.0012,0.0012,0.0018,0.0018,0.0116,0.0000,0.0018,2.2981,2.2992,0.0018,0.0292,
2.7510,0,219.6868,no,unknown,unknown,unknown,Unknown,-12.8053,5.2919,-0.9826,0.0004,0.0093,0.6104,0.1443,0.0164,0.0494,0.3050,0.0000,0.5319,0.0449,0.1772,0.0005,24.7163,3.1149,1.1422,0.0001,0.0173,0.0534,0.0111,0.0003,2.0486,0.0043,0.0001,96.5830,0.0000,0.0051,0.0146,0.0016,0.0005,3.2516,0.0015,0.0011,0.0011,0.0018,0.0018,0.0164,0.0000,0.0018,2.2981,2.2992,0.0018,0.0293,
2.7910,0,218.1344,no,unknown,unknown,unknown,Unknown,-16.0822,5.8106,0.4750,0.0004,0.0093,0.6423,0.1479,0.0162,0.0487,0.3054,0.0000,0.5153,0.0435,0.2033,0.0006,24.7883,3.7071,1.3247,0.0001,0.0172,0.0565,0.0195,0.0002,1.5286,0.0035,0.0007,96.2235,0.0000,0.0057,0.0166,0.0032,0.0004,3.3622,0.0014,0.0010,0.0010,0.0018,0.0018,0.0162,0.0000,0.0018,2.2980,2.2991,0.0018,0.0295,
2.8620,0,221.5252,no,unknown,unknown,unknown,Unknown,-12.4503,6.6743,-2.9969,0.0004,0.0091,0.5539,0.1383,0.0148,0.0507,0.3000,0.0000,0.4715,0.0429,0.1956,0.0007,23.8072,2.2658,0.9707,0.0001,0.0340,0.0511,0.1413,0.0003,1.2598,0.0053,0.0006,95.5432,0.0000,0.0056,0.0178,0.0067,0.0005,2.8492,0.0014,0.0010,0.0010,0.0018,0.0018,0.0148,0.0000,0.0018,2.2980,2.2990,0.0018,0.0296,
2.9090,0,217.6175,no,unknown,unknown,unknown,Unknown,-15.7005,4.4491,-0.4552,0.0004,0.0086,0.5845,0.1268,0.0132,0.0547,0.2931,0.0000,0.4222,0.0448,0.1834,0.0007,22.5813,2.8383,1.1824,0.0001,0.0773,0.0537,0.4336,0.0003,0.9330,0.0043,0.0011,97.0976,0.0000,0.0060,0.0213,0.0146,0.0004,3.3287,0.0014,0.0009,0.0009,0.0018,0.0018,0.0132,0.0000,0.0018,2.2979,2.2990,0.0018,0.0297,
2.9520,0,216.7851,no,unknown,unknown,unknown,Unknown,-13.0456,6.4023,-1.3077,0.0004,0.0093,0.6407,0.1561,0.0166,0.0469,0.3084,0.0000,0.5119,0.0418,0.1833,0.0006,25.2967,3.7320,1.4683,0.0001,0.0895,0.0512,0.2012,0.0003,0.9275,0.0032,0.0019,95.7692,0.0000,0.0063,0.0227,0.0155,0.0004,3.8430,0.0013,0.0008,0.0008,0.0018,0.0018,0.0166,0.0000,0.0018,2.2979,2.2989,0.0018,0.0299,
2.9890,0,223.7670,no,unknown,unknown,unknown,Unknown,-16.6542,5.7227,1.2142,0.0003,0.0110,0.6050,0.2291,0.0256,0.0347,0.3398,0.0000,0.7461,0.0397,0.2055,0.0005,30.4797,3.1929,1.1762,0.0001,0.1390,0.0372,0.3006,0.0003,1.0527,0.0032,0.0007,96.2869,0.0000,0.0064,0.0236,0.0200,0.0005,4.0642,0.0013,0.0008,0.0008,0.0018,0.0018,0.0256,0.0000,0.0018,2.2979,2.2989,0.0018,0.0301,
3.0310,0,220.0963,no,unknown,unknown,unknown,Unknown,-14.1036,6.4216,1.3442,0.0002,0.0113,0.5694,0.2438,0.0273,0.0328,0.3449,0.0000,0.7847,0.0382,0.1785,0.0005,31.2612,2.5592,1.1065,0.0001,0.1391,0.0410,0.1242,0.0003,0.9816,0.0039,0.0003,95.7535,0.0000,0.0062,0.0244,0.0245,0.0005,3.8062,0.0012,0.0007,0.0007,0.0018,0.0018,0.0273,0.0000,0.0018,2.2979,2.2988,0.0018,0.0302,
3.0720,0,219.2096,no,unknown,unknown,unknown,Unknown,-11.9968,5.8542,0.7209,0.0002,0.0114,0.5050,0.2561,0.0284,0.0317,0.3485,0.0000,0.8019,0.0404,0.1469,0.0004,31.8254,1.5020,0.5962,0.0001,0.1488,0.0469,0.0896,0.0002,0.7239,0.0036,0.0003,96.1917,0.0000,0.0067,0.0261,0.0256,0.0003,4.0648,0.0012,0.0007,0.0007,0.0018,0.0018,0.0284,0.0000,0.0018,2.2978,2.2988,0.0018,0.0304,
3.1150,0,218.7235,no,unknown,unknown,unknown,Unknown,-12.4778,6.7703,0.4013,0.0002,0.0122,0.5277,0.2990,0.0339,0.0281,0.3623,0.0000,0.9283,0.0407,0.1058,0.0003,33.9117,1.9305,0.7459,0.0001,0.1688,0.0550,0.0185,0.0002,0.7042,0.0049,0.0002,95.4607,0.0000,0.0074,0.0225,0.0203,0.0004,4.3365,0.0011,0.0006,0.0006,0.0018,0.0018,0.0339,0.0000,0.0018,2.2978,2.2987,0.0018,0.0305,
3.1660,0,216.7077,no,unknown,unknown,unknown,Unknown,-14.1456,7.1881,0.2221,0.0002,0.0123,0.5129,0.3118,0.0355,0.0273,0.3662,0.0000,0.9646,0.0395,0.1040,0.0002,34.4652,1.6642,0.6305,0.0001,0.2067,0.0789,0.0160,0.0004,0.6941,0.0073,0.0000,95.0845,0.0000,0.0072,0.0266,0.0219,0.0004,4.5489,0.0011,0.0005,0.0005,0.0018,0.0018,0.0355,0.0000,0.0018,2.2978,2.2986,0.0018,0.0307,
3.2150,0,223.5979,no,unknown,unknown,unknown,Unknown,-12.5429,6.0502,0.2943,0.0002,0.0130,0.5474,0.3556,0.0409,0.0246,0.3784,0.0000,1.0867,0.0366,0.1139,0.0002,36.1922,2.2612,0.9216,0.0001,0.2325,0.1045,0.0041,0.0004,0.6530,0.0095,0.0000,96.0455,0.0000,0.0068,0.0283,0.0271,0.0005,4.5639,0.0010,0.0005,0.0005,0.0018,0.0018,0.0409,0.0000,0.0018,2.2978,2.2984,0.0018,0.0309,
3.2770,0,214.6013,no,unknown,unknown,unknown,Unknown,-14.5218,5.9882,-0.1530,0.0002,0.0121,0.5497,0.3078,0.0348,0.0278,0.3653,0.0000,0.9472,0.0300,0.1269,0.0001,34.2468,2.3016,0.9073,0.0000,0.1800,0.1314,0.0030,0.0003,0.6548,0.0148,0.0000,96.0923,0.0000,0.0056,0.0282,0.0231,0.0006,4.9082,0.0009,0.0004,0.0004,0.0018,0.0018,0.0348,0.0000,0.0018,2.2978,2.2981,0.0018,0.0312,
3.3220,0,221.3502,no,unknown,unknown,unknown,Unknown,-13.6326,5.5886,0.9451,0.0002,0.0124,0.5184,0.3144,0.0358,0.0270,0.3675,0.0000,0.9708,0.0286,0.1036,0.0001,34.5611,1.7496,0.6607,0.0001,0.1897,0.1246,0.0029,0.0004,0.6887,0.0149,0.0000,96.3816,0.0000,0.0053,0.0312,0.0194,0.0006,4.3468,0.0009,0.0004,0.0004,0.0018,0.0018,0.0358,0.0000,0.0018,2.2978,2.2981,0.0018,0.0313,
3.3680,0,218.4760,no,unknown,unknown,unknown,Unknown,-12.2460,5.3501,-3.1319,0.0002,0.0121,0.5445,0.2943,0.0333,0.0285,0.3616,0.0000,0.9130,0.0257,0.1024,0.0001,33.6820,2.1843,0.9007,0.0001,0.1308,0.1429,0.0011,0.0004,0.7003,0.0142,0.0000,96.5443,0.0000,0.0047,0.0301,0.0075,0.0007,4.3893,0.0009,0.0003,0.0003,0.0019,0.0018,0.0333,0.0000,0.0018,2.2978,2.2980,0.0018,0.0314,
3.4030,0,216.0129,no,unknown,unknown,unknown,Unknown,-14.0605,4.7801,0.2808,0.0002,0.0119,0.5318,0.2763,0.0311,0.0297,0.3562,0.0000,0.8630,0.0231,0.0893,0.0001,32.8613,1.9181,0.8835,0.0001,0.0941,0.1835,0.0011,0.0003,0.7253,0.0154,0.0000,96.9051,0.0000,0.0044,0.0282,0.0046,0.0008,3.9507,0.0008,0.0003,0.0003,0.0019,0.0018,0.0311,0.0000,0.0018,2.2978,2.2979,0.0018,0.0316,
3.4370,0,221.8190,no,unknown,unknown,unknown,Unknown,-7.2779,5.2892,0.1516,0.0001,0.0146,0.5711,0.4249,0.0504,0.0208,0.3969,-0.7585,1.3005,0.0216,0.0886,0.0001,38.6319,2.6230,1.0601,0.0001,0.0886,0.2245,0.0013,0.0004,0.7572,0.0184,0.0000,96.5847,0.0000,0.0044,0.0280,0.0065,0.0009,3.5199,0.0008,0.0003,0.0003,0.0019,0.0018,0.0504,0.0000,0.0018,2.2978,2.2979,0.0018,0.0317,
3.4790,0,217.5759,no,unknown,unknown,unknown,Unknown,-12.5668,6.3352,0.3180,0.0001,0.0147,0.5779,0.4206,0.0498,0.0208,0.3958,-0.8240,1.2859,0.0227,0.0780,0.0001,38.4961,2.6908,1.2043,0.0001,0.0752,0.2295,0.0017,0.0004,0.7335,0.0179,0.0000,95.8232,0.0000,0.0046,0.0296,0.0065,0.0010,3.2215,0.0008,0.0003,0.0003,0.0019,0.0018,0.0498,0.0000,0.0018,2.2978,2.2979,0.0018,0.0317,
3.5520,0,222.1704,no,unknown,unknown,unknown,Unknown,-13.0518,7.0030,1.0235,0.0002,0.0134,0.5620,0.3485,0.0402,0.0244,0.3774,0.0000,1.0695,0.0241,0.0753,0.0001,35.9515,2.4131,1.1611,0.0001,0.0637,0.2430,0.0014,0.0003,0.6679,0.0185,0.0000,95.2547,0.0000,0.0048,0.0281,0.0040,0.0009,3.4748,0.0007,0.0002,0.0002,0.0019,0.0018,0.0402,0.0000,0.0018,2.2978,2.2978,0.0018,0.0319,
3.5860,0,221.5034,no,unknown,unknown,unknown,Unknown,-11.8727,6.6570,-0.4857,0.0002,0.0124,0.6326,0.2853,0.0327,0.0285,0.3597,0.0000,0.9074,0.0239,0.0790,0.0001,33.3816,3.3796,1.8535,0.0001,0.0417,0.1988,0.0023,0.0004,0.9130,0.0177,0.0000,95.5579,0.0000,0.0049,0.0235,0.0033,0.0009,3.2046,0.0007,0.0002,0.0002,0.0019,0.0018,0.0327,0.0000,0.0018,2.2978,2.2978,0.0018,0.0319,
3.6330,0,216.9928,no,unknown,unknown,unknown,Unknown,-12.6019,6.7326,0.3329,0.0002,0.0132,0.5284,0.3352,0.0388,0.0251,0.3740,0.0000,1.0417,0.0209,0.0813,0.0001,35.4722,1.8749,0.7981,0.0001,0.0354,0.2050,0.0043,0.0005,0.7739,0.0152,0.0000,95.4932,0.0000,0.0042,0.0238,0.0037,0.0009,3.4116,0.0006,0.0002,0.0002,0.0019,0.0018,0.0388,0.0000,0.0018,2.2978,2.2978,0.0018,0.0320,
3.6680,0,220.9490,no,unknown,unknown,unknown,Unknown,-13.8175,6.4557,1.8282,0.0002,0.0131,0.5056,0.3154,0.0358,0.0261,0.3679,0.0000,0.9711,0.0220,0.1055,0.0001,34.5894,1.4926,0.6016,0.0001,0.0259,0.2294,0.0061,0.0006,0.6645,0.0163,0.0000,95.7257,0.0001,0.0044,0.0205,0.0068,0.0009,2.8150,0.0006,0.0002,0.0002,0.0019,0.0018,0.0358,0.0000,0.0018,2.2978,2.2978,0.0018,0.0320,
3.7430,0,220.7754,no,unknown,unknown,unknown,Unknown,-11.6060,6.6571,0.0971,0.0002,0.0126,0.4756,0.2942,0.0330,0.0278,0.3613,0.0000,0.9055,0.0239,0.1328,0.0001,33.6234,0.9211,0.3855,0.0001,0.0272,0.2238,0.0060,0.0007,0.6412,0.0164,0.0000,95.5578,0.0001,0.0050,0.0204,0.0071,0.0011,3.0336,0.0006,0.0002,0.0002,0.0019,0.0018,0.0330,0.0000,0.0018,2.2978,2.2978,0.0018,0.0320,
3.8030,0,219.6321,no,unknown,unknown,unknown,Unknown,-11.6828,7.1770,0.5694,0.0002,0.0123,0.4791,0.2809,0.0313,0.0289,0.3569,0.0000,0.8690,0.0237,0.1593,0.0001,33.0007,0.9792,0.4235,0.0001,0.0233,0.2427,0.0058,0.0005,0.6826,0.0112,0.0000,95.0949,0.0001,0.0047,0.0162,0.0068,0.0011,3.0387,0.0006,0.0002,0.0002,0.0019,0.0018,0.0313,0.0000,0.0018,2.2978,2.2978,0.0018,0.0321,
3.8400,0,217.4444,no,unknown,unknown,unknown,Unknown,-13.0503,6.2641,-1.4435,0.0002,0.0124,0.4635,0.2864,0.0319,0.0286,0.3584,0.0000,0.8826,0.0245,0.1905,0.0001,33.2285,0.6907,0.2544,0.0001,0.0218,0.2452,0.0051,0.0005,0.6744,0.0104,0.0000,95.8797,0.0002,0.0048,0.0123,0.0059,0.0012,3.1095,0.0006,0.0002,0.0002,0.0019,0.0018,0.0319,0.0000,0.0018,2.2978,2.2978,0.0018,0.0320,
3.9110,0,220.9194,no,unknown,unknown,unknown,Unknown,-15.8391,6.7496,2.1098,0.0002,0.0140,0.5081,0.3831,0.0437,0.0228,0.3850,0.0000,1.1525,0.0230,0.2224,0.0001,37.0637,1.5549,0.6418,0.0001,0.0260,0.2516,0.0038,0.0005,0.6136,0.0078,0.0000,95.4786,0.0002,0.0047,0.0126,0.0228,0.0012,3.4029,0.0005,0.0001,0.0001,0.0019,0.0018,0.0437,0.0000,0.0018,2.2978,2.2978,0.0018,0.0321,
